GCF_002174175	Klebsiella pneumoniae	strong	1275	9333	62984	ST656	1	1	9	15	ybt 14; ICEKp5	147-2LV	-	0	-	0	-	0	-	-	wzi114	KL107	?-*	None	87.57%	KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_14,KL107_15	OL101	?-+	None	91.97%	OL101_01_rfbB,OL101_03_rfbD,OL101_04_rfbC,OL101_05_wbbL,OL101_06_wzm,OL101_09_glycosylhydrolase	ST656	4	4	1	1	7	4	4	4	4	5	4	25*	69	191	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;AadA5	-	-	Qnr-S1?;GyrA-83I;ParC-80I	-	MphA	-	CatA1*	-	SulII;SulI	TetA;TetB*	DfrA17	SHV-187*;AmpH*	-	CTX-M-14;CTX-M-15	-	-	TEM-30*
GCF_002179565	Klebsiella variicola	strong	121	116040	415653	ST1980	0	1	4	5	-	0	-	0	-	0	-	0	-	-	wzi244	KL14	?-*	Good	90.83%	KL14_13,KL14_19_manC	O5	?-	Good	99.59%	O5_01_manC	ST1980	16	24	105	27	158	22	178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QnrB1?;GyrA-87N	-	-	-	CatB4?	-	-	-	DfrA14	LEN-24;AmpH*;OXA-1	-	CTX-M-15	-	-	-
GCF_002184905	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	63	263523	828125	ST622-2LV	0	0	5	7	-	0	-	0	-	0	-	0	-	-	0	KL158	*	High	91.45%		O5	none	High	94.65%		ST622-2LV	17	19	39	20	258*	18	162	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA	-	-	-	-	-	-	-	-	SulI	TetD	DfrA22	AmpH*	-	-	-	SHV-1?;OKP-A-5*	-
GCF_002186515	Klebsiella quasivariicola	strong	150	97537	323830	ST1155-2LV	0	0	6	7	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	79.11%	KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O2v2	none	Very high	96.61%		ST1155-2LV	65	59	86	79*	136	81	209*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa;AadA1-pm*?	-	-	-	-	-	-	CatA1*	-	SulI*	TetA	DfrA15b*	LEN-24*;SCO-1;AmpH*	-	-	-	-	TEM-30*
GCF_002186735	unknown		134	257487	532030	0	0	1	7	10	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	77.06%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	-+*	Good	72.45%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	148*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIc;StrB;StrA	-	-	GyrA-83T	-	EreA2?	-	CatA2*	-	SulII;SulI	-	-	OXY4-1*?	-	SHV-12	-	-	TEM-30*
GCF_002186915	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	105	254253	654352	ST1647	0	1	8	13	-	0	-	0	-	0	-	0	-	-	0	KL64	*	Very high	96.78%		O3/O3a	none	Very high	96.03%		ST1647	104	19	149	39	207	97	276	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;AadA13;Aac3-IIa*	-	-	Qnr-A1*	-	-	-	CatB4?;CatA1*	-	SulI*;SulI*	-	DfrA15b*	SCO-1;AmpH*;OXA-1	-	CTX-M-15;SHV-12	-	OKP-A-5*	TEM-30*
GCF_002186965	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	108	178517	472352	ST1584	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	81.18%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL101	?-	None	94.02%	OL101_09_glycosylhydrolase	ST1584	18	22	18	16	25	13	165	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	OKP-B-10*	-
GCF_002187215	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	135	219823	546963	ST476	0	2	9	11	-	0	-	0	-	0	-	0	-	-	wzi507	KL14	none	Very high	98.42%		O12	none	Very high	98.53%		ST476	18	22	26	22	93	37	99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	QnrB1?	-	-	-	CatB4?	-	SulII	TetA	DfrA14	OKP-B-15*?;OXA-1;AmpH*	NDM-5	CTX-M-15	-	-	TEM-30*
GCF_002187465	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	124	222021	810789	ST1224	0	1	10	19	-	0	-	0	-	0	-	0	-	-	wzi60	KL60	none	Very high	97.55%		O5	*	High	94.03%		ST1224	18	67	26	63	142	38	169	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;ArmA;StrB;StrA*;Aac3-IIa*;AadA1-pm*?	-	-	QnrB1?	-	MsrE;MphE*	-	CatB4?;CatA1*?	-	SulI;SulII	TetA*?	DfrA14;DfrA12	AmpH*;OXA-1	-	CTX-M-15	-	OKP-B-2*	TEM-30*
GCF_002187485	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	89	164284	353859	ST1416	0	0	6	7	-	0	-	0	-	0	-	0	-	-	0	KL59	none	Very high	97.85%		O12	-+*	Good	75.02%	O12_05_wbbL,O12_08_wbbB	ST1416	17	19	127	114	184	97	232	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA	-	-	-	-	-	-	CatA1*	-	SulI	TetD	DfrA5	AmpH*	-	-	-	OKP-A-12*?	-
GCF_002188215	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	121	311757	462201	ST338-2LV	0	1	7	10	-	0	-	0	-	0	-	0	-	-	wzi50	KL15	none	Very high	99.75%		O4	none	Very high	99.67%		ST338-2LV	38	19	112*	58	73	21	148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac3-IIa*	-	-	Qnr-A1*	-	-	-	CatB4?;CatA1*	-	SulI*;SulI*	-	DfrA15b*	AmpH*;OXA-1	-	CTX-M-15	-	OKP-A-11*?	-
GCF_002192755	Klebsiella michiganensis	strong	256	108530	263629	0	0	0	3	4	-	0	-	0	-	0	-	0	-	-	0	KL152	?-	Good	98.26%	KL152_12	O2v1	?-+*	None	72.13%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	0	147*	126*	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?;AadA1-pm*?	-	-	GyrA-83I	-	-	-	-	-	SulI	-	-	OXY1-3*	-	-	-	-	-
GCF_002211425	Klebsiella variicola	strong	282	317765	783487	ST347	0	0	0	0	-	0	-	0	-	0	-	0	-	-	0	KL54	?*	Good	94.40%		O5	?	Good	99.51%		ST347	16	24	21	27	47	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_002245455	Klebsiella variicola	strong	30	872165	1275766	ST2221	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi422	KL126	+*	None	95.24%		OL103	none	Very high	96.56%		ST2221	16	24	21	40	47	60	281	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_002246675	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	146	97757	374058	ST1770	0	2	7	9	-	0	-	0	-	0	-	0	-	-	0	KL107	?-	None	86.25%	KL107_01_galF,KL107_02_cpsACP,KL107_03_wzi,KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_15	OL101	?-	Good	92.41%	OL101_01_rfbB,OL101_04_rfbC,OL101_09_glycosylhydrolase	ST1770	18	22	18	63	11	13	179	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*;AadB;AphA6*	-	-	-	-	MphA*	-	CmlA5	Arr2	SulI	-	-	AmpH*;OXA-10	IMP-1	-	-	OKP-B-3	-
GCF_002248055	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	70	375726	820462	ST1901-2LV	3	1	9	14	-	0	-	0	iuc 3	13-2LV	-	0	-	-	0	KL56	?-*	Good	95.28%	KL56_18_rmlA,KL56_19_rmlD	O12	?-	Good	94.06%	O12_02_rfbA,O12_03_rfbD	ST1901-2LV	18	22	74	70	11	69	99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;AadA2;Aac3-IId*;StrB;Aph3''Ia*;StrA*?	Mcr3*	-	Qnr-S1	-	-	-	CmlA1*	-	SulIII	TetA	DfrA12*	AmpH*	-	CTX-M-55	-	OKP-B-5*?	-
GCF_002248565	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	74	287602	694188	ST929-1LV	0	1	9	14	-	0	-	0	-	0	-	0	-	-	0	KL16	?-*	Good	97.20%	KL16_21_manB	O5	?-*	Good	94.68%	O5_02_manB	ST929-1LV	18	22	26	22	154	13	165	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*;AadA1-pm*?	-	-	QnrB1*	-	-	-	CatB4?;CatA1*?	-	SulII	TetA*?	DfrA14;DfrA26	OXA-1;AmpH*	-	CTX-M-15	-	OKP-B-5*?	TEM-30*
GCF_002248945	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	85	324427	650508	ST421	0	1	9	14	-	0	-	0	-	0	-	0	-	-	wzi44	KL123	none	Very high	99.98%		O3/O3a	none	Very high	95.99%		ST421	18	22	26	63	85	20	115	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;Aac3-IId*;StrB;StrA;Aph3-Ia*	Mcr3*	-	Qnr-S1	-	MphA	-	-	-	SulII;SulI	TetD	DfrA12	LAP-2;AmpH*	-	SHV-2?	-	OKP-B-8	-
GCF_002262695	Klebsiella variicola	strong	117	289256	548264	ST344-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi469	KL35	?*	Good	95.88%		O3/O3a	?	Good	99.31%		ST344-1LV	16	24	21	27	47	22	172	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_002264565	Klebsiella variicola	strong	208	247198	428940	ST1582-1LV	0	2	8	17	-	0	-	0	-	0	-	0	-	-	wzi161	KL13	*	Very high	95.94%		O5	?	Good	99.57%		ST1582-1LV	29	24	21*	27	44	22	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;RmtB;StrB;StrA;AadA2*	-	-	QnrB4;Qnr-S1	-	-	-	CatA2*;CatB8	-	-	TetG;TetD	DfrA14;DfrA12	AmpH*;LEN-24*;DHA-1	KPC-2	SHV-12;CTX-M-14	-	-	TEM-30*
GCF_002265085	Klebsiella oxytoca	strong	103	221093	404002	0	0	2	8	12	-	0	-	0	-	0	-	0	-	-	0	KL128	?-+*	None	78.55%	KL128_02_cpsACP,KL128_05_wzb,KL128_06_wzc,KL128_08_wcaA,KL128_09_wzy,KL128_10,KL128_11,KL128_12_wcuD,KL128_13_wcuS,KL128_15	OL104	?	Good	98.82%		0	147	126*	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA16*;AadB;Aph3''Ia	-	-	GyrA-83I;ParC-80I	-	MsrE;MphE*	-	-	Arr3	SulI	-	DfrA27	-	NDM-1	SHV-12	-	-	-
GCF_002269255	Klebsiella quasivariicola	strong	4	5540188	5540188	ST1155-1LV	0	1	3	3	-	0	-	0	-	0	-	0	-	-	wzi394	KL153	none	Very high	99.90%		O2v2	-	High	98.10%	O1/O2v2_09_gmlB	ST1155-1LV	65	110*	86	79	136	81	209	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadB	-	-	Qnr-S1	-	-	-	-	-	-	-	-	AmpH*;LEN-26	-	SHV-30*	-	-	-
GCF_002288845	Klebsiella quasipneumoniae subsp. similipneumoniae	weak	141	247263	516905	ST476-2LV	0	2	7	8	-	0	-	0	-	0	-	0	-	-	0	KL161	?-+*	None	77.03%	KL161_05_wzb,KL161_06_wzc,KL161_07_wcaJ,KL161_08,KL161_12_rmlD,KL161_13_wcuP,KL161_14,KL161_15,KL161_16_wzx	O3b	?	Good	99.05%		ST476-2LV	18	1	5	22	93	37	99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;AphA15	-	-	Qnr-S1	-	-	-	CatB2	-	SulI	-	DfrA14	OKP-B-15*?;AmpH*	VIM-1	SHV-12	-	-	-
GCF_002925905	Klebsiella michiganensis	strong	32	392021	1476486	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL152	?-*	None	81.69%	KL152_08,KL152_09_tuaG,KL152_10,KL152_11,KL152_13_wfgD	O1v1	-+*	Good	72.26%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-5*	-	-	-	-	-
GCF_900080215	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	57	1041587	1949882	ST138	0	1	9	13	-	0	-	0	-	0	-	0	-	-	0	KL34	*	Very high	95.99%		O5	*	High	94.56%		ST138	18	22	26	23	31	13	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;StrB;StrA;Aph3''Ia*?	-	-	QnrB2	-	-	-	CatA2*	-	SulI;SulI	TetD	DfrA19*	AmpH*	-	SHV-12	-	OKP-B-2	TEM-30*
GCF_900083565	Klebsiella michiganensis	strong	95	175757	445990	0	0	0	2	3	-	0	-	0	-	0	-	0	-	-	0	KL149	?-+*	None	75.58%	KL149_02_cpsACP,KL149_05_wzb,KL149_08,KL149_09,KL149_10_wzx,KL149_11,KL149_12,KL149_13,KL149_14	O1v1	-+*	Good	72.10%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*	-	-	GyrA-83T;GyrA-87N	-	-	-	-	-	-	-	-	OXY1-4*	-	-	-	-	-
GCF_900083575	Klebsiella michiganensis	strong	67	211324	445431	0	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL41	?-+	Good	99.75%	KL41_16,KL41_18_gnd	O1v1	-+*	Good	72.10%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-3*	-	-	-	-	-
GCF_900083595	Klebsiella grimontii	strong	95	216124	797068	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL27	?-+*	None	79.13%	KL27_02_cpsACP,KL27_08_wckI,KL27_09_wckS,KL27_10_wckR,KL27_13_wckQ,KL27_15_wctE,KL27_16_wctF	O1v1	-+*	Good	72.12%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY6-4*	-	-	-	-	-
GCF_900083625	Klebsiella oxytoca	strong	59	261815	769715	0	0	0	1	2	-	0	-	0	-	0	-	0	-	-	0	KL68	?+*	Low	88.02%		O5	*	High	81.69%		0	147	126*	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I;ParC-80I	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083695	Klebsiella michiganensis	strong	28	579273	1142005	0	0	0	6	7	-	0	-	0	-	0	-	0	-	-	0	KL68	?-+*	Low	89.03%	KL68_02_cpsACP	O1v1	-+*	Good	72.31%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIa*;AadA1-pm*?	-	-	GyrA-83I	-	-	-	CatB8	-	SulI	TetA	DfrA14*	OXY5-1*;CARB-3*	-	-	-	-	-
GCF_900083825	Klebsiella michiganensis	strong	50	324326	597648	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	77.01%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	?-+*	Good	72.30%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	-	OXY1-3*	-	-	-	-	-
GCF_900083855	Klebsiella oxytoca	strong	50	289893	888691	0	0	0	6	8	-	0	-	0	-	0	-	0	-	-	wzi531	KL74	-	High	99.51%	KL74_17_manC,KL74_18_manB	OL104	?-	Good	99.15%	OL104_01_manC,OL104_02_manB	0	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sat-2A;AadA1-pm?	-	-	GyrA-83I;ParC-80R	-	-	-	CatA1*	-	SulI	TetA	DfrA1	-	-	-	-	-	-
GCF_900083885	Klebsiella michiganensis	strong	63	187942	591831	0	0	0	2	3	-	0	-	0	-	0	-	0	-	-	0	KL131	-+*	None	74.18%	KL131_02_cpsACP,KL131_05_wzb,KL131_06_wzc,KL131_08_wcaA,KL131_09_rmlB,KL131_10_rmlA,KL131_11_rmlC,KL131_12_rmlD,KL131_13_wcpI,KL131_14_wzx,KL131_15_wckG,KL131_16,KL131_17_wzy,KL131_18_wclI,KL131_19	O1v1	?-+*	Low	73.01%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?	-	-	GyrA-83I;ParC-80R	-	-	-	-	-	-	-	-	OXY1-2	-	-	-	-	-
GCF_900083895	Klebsiella oxytoca	strong	89	142814	579635	0	0	0	4	5	-	0	-	0	-	0	-	0	-	-	0	KL68	?+*	Low	85.84%		O3/O3a	*	High	90.32%		0	147*	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	GyrA-83I;ParC-80I	-	-	-	CatA1*	-	SulI	-	-	OXY2-8*	-	-	-	-	-
GCF_900083905	Klebsiella oxytoca	strong	69	302693	513570	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL68	?+*	Low	85.58%		O5	*	High	81.65%		0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083955	Klebsiella oxytoca	strong	74	266829	602458	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL55	?-+*	None	73.88%	KL55_02_cpsACP,KL55_05_wzb,KL55_06_wzc,KL55_07_wcaA,KL55_08_wcaJ,KL55_09_wcpH,KL55_10_wcpI,KL55_11_wzy,KL55_12_wcpJ,KL55_13_wzx,KL55_14	O3/O3a	*	High	90.32%		0	147	126	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900083975	Klebsiella oxytoca	strong	39	300196	725869	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi531	KL68	?+*	Low	85.78%		O5	*	High	81.66%		0	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	-	OXY2-8*	-	-	-	-	-
GCF_900084035	Klebsiella michiganensis	strong	67	284330	439894	0	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL74	*	High	93.53%		O1v1	?-+*	Good	72.23%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-4*	-	-	-	-	-
GCF_900084045	Klebsiella oxytoca	strong	83	198521	788617	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL128	?-+*	None	77.76%	KL128_02_cpsACP,KL128_05_wzb,KL128_06_wzc,KL128_08_wcaA,KL128_09_wzy,KL128_10,KL128_11,KL128_12_wcuD,KL128_13_wcuS,KL128_15,KL128_18_manB	OL104	?-	Good	99.08%	OL104_02_manB	0	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900084135	Klebsiella variicola	strong	172	189516	385615	ST1608-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi51	KL46	?*	Good	92.91%		O5	none	Very high	99.62%		ST1608-1LV	29	24	46	27	47	22	341	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084205	Klebsiella variicola	strong	99	224547	441618	ST250	0	1	5	7	-	0	-	0	-	0	-	0	-	-	wzi100	KL10	?-	Good	96.16%	KL10_18_manC,KL10_19_manB	O3/O3a	?-	Good	94.09%	O3/O3a_01_manC,O3/O3a_02_manB	ST250	16	18	45	44	55	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;AadB	-	-	Qnr-A1*	-	-	-	-	-	SulI	TetA*?	-	AmpH*;LEN-24*	-	CTX-M-9;SHV-12*	-	-	-
GCF_900084295	Klebsiella variicola	strong	62	263894	644640	ST925	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi51	KL46	?-+*	Good	92.90%	KL46_19_manB	O5	?-	Good	99.64%	O5_02_manB	ST925	16	18	21	27	153	40	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084765	Klebsiella variicola	strong	42	399393	759853	ST363-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi53	KL53	?-+	Good	99.86%	KL53_17_manC,KL53_18_manB	O3/O3a	?-	Good	99.34%	O3/O3a_01_manC,O3/O3a_02_manB	ST363-1LV	16	18	21	38	53	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084775	Klebsiella variicola	strong	19	994881	2064962	ST208-1LV	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL123	*	Very high	95.52%		O5	-	Good	99.66%	O5_01_manC,O5_02_manB	ST208-1LV	16	24	21	27	50	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084795	Klebsiella variicola	strong	84	221613	1020004	ST2412-2LV	0	1	8	12	-	0	-	0	-	0	-	0	-	-	wzi422	KL126	?+*	Good	95.28%		OL103	none	Very high	96.57%		ST2412-2LV	30*	18	21	49	47	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;AadA1-pm*?;Aac6-Ib*	-	-	Qnr-A1	-	EreA2	-	CmlA5*?	-	SulI	-	DfrA5;DfrA21	AmpH*;LEN-24*;OXA-9	-	SHV-12	-	TEM-55*	-
GCF_900084845	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	16	773801	2419772	ST1484-1LV	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL57	?-+*	Low	96.25%	KL57_16_manC,KL57_17_manB	O3/O3a	?-	Good	96.06%	O3/O3a_01_manC,O3/O3a_02_manB,O3/O3a_08_wbdC	ST1484-1LV	94	22	25	22	32	13	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	-	AmpH*	-	-	-	OKP-B-9*	-
GCF_900084875	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	15	738890	1366949	ST426-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	0	KL35	?*	Good	95.98%		O3/O3a	?	Good	96.10%		ST426-2LV	18	15	18	16	11	94	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-B-16*?;AmpH*	-	-	-	-	-
